user_id,booking_id,show_id,booking_date,total_tickets,payment_status,name,email,phone_number,date_of_birth,payment_method,transaction_status,payment_date,movie_id,theater_id,screen_id,show_date,start_time,price_per_ticket,available_seats,title,genre,language,Recency,Frequency
US_8432,BK_15,SH_4698,04-08-2024 04:52,1,Completed,Jeffrey Gray,JeffreyGray@gmail.com,9654711605,16-03-2000,Wallet,Success,04-08-2024 04:52,MV_9579,TH_215,SC_510,18-04-2023,15:15:00,166.74,91,Surface total,Action,Telugu,335,4
US_6809,BK_16,SH_6881,26-01-2025 08:35,3,Completed,Robin Terry,RobinTerry@gmail.com,8479118044,08-04-1958,Debit Card,Failed,26-01-2025 08:35,MV_891,TH_138,SC_222,25-05-2023,22:30:00,214.13,114,Form base,Sci-Fi,Telugu,338,2
US_8428,BK_17,SH_5468,28-11-2024 11:03,1,Completed,Daniel Garcia,DanielGarcia@gmail.com,7077994313,17-11-1999,Credit Card,Success,28-11-2024 11:03,MV_119,TH_292,SC_586,27-04-2024,22:45:00,372.39,178,Challenge affect recognize,Comedy,Telugu,397,1
US_9226,BK_18,SH_7940,03-08-2024 14:45,2,Completed,Jason Kirk,JasonKirk@gmail.com,7404972600,13-02-1972,UPI,Success,03-08-2024 14:45,MV_989,TH_391,SC_165,18-01-2024,16:30:00,410.04,78,Stock nation,Comedy,Bengali,37,4
US_9018,BK_19,SH_8416,22-02-2025 06:28,1,Completed,Mr. Leonard Jackson,Mr.Leonard@gmail.com,8448729944,07-08-1980,Wallet,Success,22-02-2025 06:28,MV_2772,TH_311,SC_665,15-08-2024,13:45:00,499.89,82,Strong each,Action,Kannada,311,2
US_4929,BK_20,SH_4449,10-11-2025 21:33,3,Completed,Marie Roach,MarieRoach@gmail.com,8162656402,24-05-1956,UPI,Success,10-11-2025 21:33,MV_935,TH_54,SC_356,29-03-2023,11:00:00,352.3,163,Account use,Comedy,Kannada,50,2
US_6584,BK_21,SH_2846,02-09-2025 14:28,4,Completed,Jacqueline Roberts,JacquelineRoberts@gmail.com,8516015092,14-05-1964,UPI,Success,02-09-2025 14:28,MV_6847,TH_17,SC_942,09-11-2024,21:30:00,367.84,67,History those participant,Action,Tamil,119,2
US_7920,BK_22,SH_350,18-07-2024 06:24,3,Pending,Richard Young,RichardYoung@gmail.com,8789401497,26-04-1959,Wallet,Success,18-07-2024 06:24,MV_1334,TH_152,SC_569,17-10-2024,10:00:00,230.36,81,Miss bit,Horror,English,197,3
US_3765,BK_23,SH_3797,15-10-2024 17:30,2,Completed,Julie Martin,JulieMartin@gmail.com,7362507755,26-06-1975,Wallet,Success,15-10-2024 17:30,MV_4005,TH_498,SC_159,15-07-2024,21:45:00,375.07,77,Happen could,Drama,Bengali,77,3
US_8324,BK_24,SH_1071,19-03-2024 00:29,3,Completed,Maria Mccarthy,MariaMccarthy@gmail.com,9705337161,03-06-1992,Wallet,Refunded,19-03-2024 00:29,MV_2705,TH_186,SC_646,20-05-2024,16:00:00,234.04,157,Good brother throw prove,Sci-Fi,Telugu,295,2
US_3831,BK_25,SH_2988,29-11-2025 07:02,2,Completed,Devin Mayer,DevinMayer@gmail.com,8380934169,16-05-1957,UPI,Success,29-11-2025 07:02,MV_3496,TH_140,SC_839,03-03-2025,19:00:00,300.96,81,Tell miss,Thriller,Tamil,31,2
US_2881,BK_26,SH_6188,23-04-2025 09:36,1,Completed,Christina Castillo,ChristinaCastillo@gmail.com,9211092008,19-04-1975,Credit Card,Success,23-04-2025 09:36,MV_2222,TH_168,SC_286,21-05-2023,14:45:00,458.11,135,Middle theory,Action,English,63,4
US_9456,BK_27,SH_3130,08-01-2025 22:07,4,Completed,Samantha Santana,SamanthaSantana@gmail.com,7457417715,29-10-1975,Wallet,Refunded,08-01-2025 22:07,MV_50,TH_107,SC_650,12-06-2023,22:45:00,445.96,177,Everyone medical,Comedy,Malayalam,356,2
US_5773,BK_28,SH_1611,01-10-2025 06:54,2,Completed,Craig Dean,CraigDean@gmail.com,7704532849,15-12-1969,UPI,Failed,01-10-2025 06:54,MV_3168,TH_312,SC_551,12-06-2025,22:30:00,466.73,177,Nearly population give class,Romance,Telugu,90,1
US_1688,BK_29,SH_3570,04-05-2025 21:36,1,Completed,Kyle Watkins,KyleWatkins@gmail.com,8417648065,07-07-1955,Wallet,Success,04-05-2025 21:36,MV_7501,TH_5,SC_125,18-12-2023,11:30:00,291.17,124,New enter,Action,Tamil,95,2
US_138,BK_30,SH_368,23-02-2025 07:19,3,Completed,Courtney Gonzalez,CourtneyGonzalez@gmail.com,9363545878,26-05-1963,Net Banking,Success,23-02-2025 07:19,MV_7253,TH_302,SC_502,02-04-2025,22:45:00,212.77,110,Piece factor score make,Romance,Bengali,310,2
US_6341,BK_31,SH_2235,02-11-2024 23:01,3,Completed,Heather Fernandez,HeatherFernandez@gmail.com,8908244670,02-12-1954,Debit Card,Refunded,02-11-2024 23:01,MV_2222,TH_397,SC_880,13-06-2025,16:00:00,387.28,153,Middle theory,Action,English,423,2
US_9990,BK_32,SH_7841,15-01-2024 12:53,2,Completed,Clifford Gonzalez,CliffordGonzalez@gmail.com,9771289335,02-04-1982,Net Banking,Success,15-01-2024 12:53,MV_5810,TH_384,SC_854,26-10-2023,20:45:00,294.02,138,First interest,Drama,English,715,1
US_1923,BK_33,SH_2985,19-09-2025 18:58,3,Completed,Brittany Young,BrittanyYoung@gmail.com,9186024447,14-02-2005,Net Banking,Success,19-09-2025 18:58,MV_3783,TH_133,SC_759,02-12-2023,22:00:00,213.09,69,Civil itself second,Action,Malayalam,102,4
US_3871,BK_34,SH_926,13-01-2024 11:15,4,Completed,Tom Perez,TomPerez@gmail.com,8778142430,24-10-1999,UPI,Success,13-01-2024 11:15,MV_6538,TH_171,SC_442,02-06-2024,10:00:00,390.86,144,Degree art already,Sci-Fi,Telugu,717,2
US_3611,BK_35,SH_8697,03-01-2024 19:24,1,Failed,Jessica Long,JessicaLong@gmail.com,7189628725,30-08-1971,Credit Card,Success,03-01-2024 19:24,MV_7787,TH_286,SC_585,02-07-2024,15:00:00,376.8,195,Four increase my,Action,Bengali,727,1
US_8242,BK_36,SH_4759,15-06-2024 16:46,3,Completed,Nathan Miles,NathanMiles@gmail.com,8383576541,06-05-1968,Debit Card,Success,15-06-2024 16:46,MV_1598,TH_259,SC_18,26-12-2023,11:15:00,201.23,108,Certain road,Comedy,Telugu,377,3
US_4057,BK_37,SH_3851,03-05-2025 10:43,1,Completed,David Cervantes,DavidCervantes@gmail.com,8816251843,20-04-1957,Debit Card,Success,03-05-2025 10:43,MV_8853,TH_419,SC_867,31-08-2023,18:00:00,310.65,153,More will,Horror,Telugu,134,5
US_1861,BK_38,SH_4184,09-04-2024 08:11,4,Completed,Jaime Walker,JaimeWalker@gmail.com,7099611652,14-07-1981,UPI,Success,09-04-2024 08:11,MV_8175,TH_323,SC_812,08-08-2025,22:00:00,163.92,187,Six traditional minute,Thriller,Telugu,262,2
US_6755,BK_39,SH_6946,02-09-2024 01:20,3,Completed,Jason Mcdonald,JasonMcdonald@gmail.com,9633564280,14-01-1957,UPI,Success,02-09-2024 01:20,MV_8350,TH_167,SC_408,18-10-2025,22:45:00,188.33,155,Certainly,Romance,Malayalam,484,1
US_7394,BK_40,SH_2008,24-03-2024 07:56,4,Completed,Rachel Jones,RachelJones@gmail.com,8658416153,28-04-1993,Wallet,Success,24-03-2024 07:56,MV_1965,TH_306,SC_467,09-11-2024,14:00:00,207.57,64,No its,Horror,Malayalam,415,2
US_5592,BK_41,SH_3230,27-01-2024 06:10,1,Completed,Alexandria Vaughn,AlexandriaVaughn@gmail.com,7627983650,15-10-1996,Net Banking,Success,27-01-2024 06:10,MV_8921,TH_52,SC_180,15-09-2025,12:15:00,388.05,87,Rich,Drama,Hindi,703,1
US_5942,BK_42,SH_4725,23-03-2024 10:34,1,Completed,Travis Marsh,TravisMarsh@gmail.com,8796716578,12-08-1974,Wallet,Refunded,23-03-2024 10:34,MV_7261,TH_454,SC_831,01-07-2023,19:00:00,388.64,88,Light here,Horror,Malayalam,647,1
US_7748,BK_43,SH_3486,06-07-2025 11:31,4,Completed,David Williams,DavidWilliams@gmail.com,9974028775,16-11-1956,Credit Card,Success,06-07-2025 11:31,MV_9472,TH_306,SC_86,22-05-2025,13:45:00,168.69,160,Myself office high,Action,Kannada,177,2
US_950,BK_44,SH_7138,17-09-2024 00:37,3,Completed,Zachary Robinson,ZacharyRobinson@gmail.com,9597471823,01-05-2003,Wallet,Success,17-09-2024 00:37,MV_2847,TH_308,SC_287,28-06-2025,15:00:00,389.37,117,Activity very international,Romance,Malayalam,272,4
US_7217,BK_45,SH_474,19-04-2024 20:16,2,Completed,Thomas Hughes DDS,ThomasHughes@gmail.com,9131806213,21-07-2002,Credit Card,Success,19-04-2024 20:16,MV_9926,TH_491,SC_536,04-03-2025,15:45:00,334.99,102,Draw be,Action,Tamil,254,4
US_6807,BK_46,SH_3864,04-11-2024 03:35,3,Completed,Lawrence Martin,LawrenceMartin@gmail.com,8593280564,27-03-1983,Debit Card,Success,04-11-2024 03:35,MV_8825,TH_96,SC_614,22-09-2025,22:00:00,252.78,133,Out operation same,Horror,Hindi,370,2
US_3114,BK_47,SH_5178,05-09-2024 21:37,4,Completed,Ashley Valentine,AshleyValentine@gmail.com,7771436403,06-08-1959,Credit Card,Success,05-09-2024 21:37,MV_7055,TH_90,SC_798,08-08-2024,22:30:00,237.69,50,Indicate reveal,Horror,Malayalam,67,2
US_3767,BK_48,SH_7427,10-10-2025 01:10,3,Completed,Jessica Little,JessicaLittle@gmail.com,7066474411,28-05-1990,Credit Card,Success,10-10-2025 01:10,MV_4219,TH_185,SC_818,20-11-2025,14:15:00,486.9,102,Sometimes western whom,Sci-Fi,Malayalam,81,2
US_462,BK_49,SH_5098,07-09-2025 17:01,2,Completed,Eric Williams,EricWilliams@gmail.com,7401827223,17-12-2001,Wallet,Success,07-09-2025 17:01,MV_231,TH_468,SC_722,13-11-2024,12:15:00,319.04,52,Situation ago skill,Sci-Fi,Tamil,114,1
US_1483,BK_50,SH_4176,12-08-2024 01:19,1,Completed,Kenneth Huff,KennethHuff@gmail.com,8737526474,23-05-1997,Wallet,Success,12-08-2024 01:19,MV_8231,TH_2,SC_834,03-09-2025,16:00:00,472.84,180,Understand side situation,Romance,Bengali,114,2
US_148,BK_51,SH_2046,08-12-2025 05:53,4,Completed,Stephanie Salazar,StephanieSalazar@gmail.com,8308773531,19-02-1967,UPI,Success,08-12-2025 05:53,MV_1865,TH_225,SC_737,12-02-2025,15:45:00,349.98,103,Movie rate difference,Action,Bengali,22,2
US_5891,BK_52,SH_6551,13-11-2024 11:21,2,Completed,Mark Mueller,MarkMueller@gmail.com,8996445252,07-05-1992,Credit Card,Success,13-11-2024 11:21,MV_2392,TH_365,SC_174,19-08-2024,18:45:00,372.5,160,Guy work night season,Comedy,Tamil,163,2
US_9251,BK_53,SH_7023,02-11-2025 19:36,3,Completed,Ryan Conner,RyanConner@gmail.com,7585539652,17-03-1981,Credit Card,Success,02-11-2025 19:36,MV_2482,TH_489,SC_164,29-12-2024,21:00:00,187.26,191,Man evidence woman,Romance,English,58,2
US_7727,BK_54,SH_2907,02-11-2024 00:00,2,Completed,Richard Brown,RichardBrown@gmail.com,9823010517,12-07-1987,UPI,Refunded,02-11-2024 00:00,MV_1884,TH_62,SC_794,03-02-2024,13:30:00,208.93,65,Traditional interest reason,Thriller,English,423,2
US_3570,BK_55,SH_6123,01-02-2024 05:02,2,Completed,Ethan Perez,EthanPerez@gmail.com,7792579977,15-02-1996,Credit Card,Failed,01-02-2024 05:02,MV_738,TH_25,SC_816,24-04-2023,15:45:00,445.95,79,Federal man,Romance,Tamil,698,1
US_6170,BK_56,SH_9298,04-04-2024 23:07,4,Completed,Karen Alvarez,KarenAlvarez@gmail.com,9887161849,06-12-1975,Credit Card,Success,04-04-2024 23:07,MV_2674,TH_320,SC_239,10-05-2024,17:45:00,162.61,180,Thank least look ago,Horror,Kannada,635,1
US_6021,BK_57,SH_8474,07-04-2025 19:40,2,Completed,Tina Little,TinaLittle@gmail.com,9498134241,30-09-2006,Net Banking,Success,07-04-2025 19:40,MV_2526,TH_385,SC_182,22-08-2025,10:00:00,457.39,142,Sometimes western whom,Horror,Bengali,267,2
US_1037,BK_58,SH_5375,20-03-2025 20:25,1,Completed,Samantha Robertson,SamanthaRobertson@gmail.com,7562038097,10-11-1966,Net Banking,Refunded,20-03-2025 20:25,MV_825,TH_7,SC_99,13-02-2025,12:30:00,434.49,173,Man,Romance,Malayalam,285,1
US_6551,BK_59,SH_1623,22-10-2025 02:54,3,Completed,Evelyn Townsend,EvelynTownsend@gmail.com,8469525908,25-09-2004,Net Banking,Success,22-10-2025 02:54,MV_4189,TH_299,SC_174,28-06-2023,16:15:00,478.68,145,Various film,Comedy,Kannada,69,3
US_883,BK_60,SH_7385,21-09-2025 14:56,2,Completed,Laura Jones,LauraJones@gmail.com,8728065423,19-08-1959,Debit Card,Success,21-09-2025 14:56,MV_7466,TH_36,SC_264,25-06-2024,16:30:00,456.88,79,Note house,Romance,Bengali,100,1
US_8894,BK_61,SH_6127,09-12-2025 02:26,3,Completed,Rebecca Roman,RebeccaRoman@gmail.com,9255754849,20-05-1954,Net Banking,Success,09-12-2025 02:26,MV_1519,TH_151,SC_778,10-03-2024,12:45:00,358.25,85,Them sister,Drama,Bengali,21,3
US_2663,BK_62,SH_1854,28-10-2025 09:36,1,Completed,Michael Wiggins,MichaelWiggins@gmail.com,7352642147,13-12-1984,Wallet,Success,28-10-2025 09:36,MV_9438,TH_474,SC_429,18-04-2024,22:15:00,498.21,62,Rich,Romance,Hindi,63,1
US_8180,BK_63,SH_147,19-03-2025 11:26,1,Completed,Gregory Smith,GregorySmith@gmail.com,9282715338,02-03-1984,Credit Card,Success,19-03-2025 11:26,MV_4858,TH_394,SC_174,26-08-2023,19:00:00,224.85,116,Show language,Drama,Telugu,286,2
US_6345,BK_64,SH_7493,06-09-2025 15:57,3,Completed,Kimberly Sullivan,KimberlySullivan@gmail.com,8287367077,31-10-1965,Wallet,Failed,06-09-2025 15:57,MV_9005,TH_467,SC_86,31-12-2024,14:45:00,455.46,193,Eight manage stock,Horror,English,32,5
US_97,BK_65,SH_4445,30-09-2025 12:00,1,Completed,Aaron Wise,AaronWise@gmail.com,8978133474,29-10-1996,Net Banking,Success,30-09-2025 12:00,MV_3208,TH_461,SC_745,19-06-2024,18:45:00,276.05,98,People source,Drama,English,91,1
US_8992,BK_66,SH_2843,30-04-2024 06:21,4,Failed,John Brown,JohnBrown@gmail.com,8475219022,03-04-1959,Debit Card,Success,30-04-2024 06:21,MV_6849,TH_39,SC_562,17-10-2023,15:30:00,237.58,196,Because rise forget,Action,Kannada,609,2
US_9830,BK_67,SH_1257,09-11-2024 03:13,4,Completed,Daniel Henderson,DanielHenderson@gmail.com,7809995012,27-04-1958,Credit Card,Success,09-11-2024 03:13,MV_2390,TH_392,SC_763,29-03-2025,19:00:00,432.61,69,Down but,Horror,Bengali,416,1
US_965,BK_68,SH_3797,13-07-2024 05:32,2,Completed,Eric Taylor,EricTaylor@gmail.com,9933599468,22-09-1965,UPI,Success,13-07-2024 05:32,MV_4005,TH_498,SC_159,15-07-2024,21:45:00,375.07,77,Happen could,Drama,Bengali,535,2
US_1397,BK_69,SH_7808,09-12-2025 09:27,2,Completed,Alejandro Martinez,AlejandroMartinez@gmail.com,7392353673,03-03-1958,Credit Card,Refunded,09-12-2025 09:27,MV_2755,TH_124,SC_772,24-08-2023,13:30:00,305.63,127,Choice watch,Drama,Hindi,21,4
US_9456,BK_70,SH_8926,10-08-2024 22:58,4,Completed,Samantha Santana,SamanthaSantana@gmail.com,7457417715,29-10-1975,Wallet,Success,10-08-2024 22:58,MV_7803,TH_96,SC_205,25-03-2025,17:45:00,177.4,127,Three performance will,Drama,Bengali,356,2
US_7126,BK_71,SH_6819,05-03-2025 18:48,3,Completed,Steven Oconnor,StevenOconnor@gmail.com,7119024825,25-10-1997,UPI,Refunded,05-03-2025 18:48,MV_607,TH_176,SC_11,01-07-2023,17:00:00,278.15,96,Example true fine,Drama,Hindi,300,2
US_3394,BK_72,SH_8444,07-02-2024 10:35,1,Pending,Ralph Hendricks,RalphHendricks@gmail.com,9330283169,20-12-1981,Debit Card,Success,07-02-2024 10:35,MV_8266,TH_419,SC_636,20-08-2023,13:15:00,327.25,190,Thank,Comedy,Tamil,523,2
US_3368,BK_73,SH_8193,15-03-2025 21:31,1,Completed,Amber Kennedy,AmberKennedy@gmail.com,8345152881,04-07-1994,Wallet,Success,15-03-2025 21:31,MV_9080,TH_370,SC_513,06-11-2024,18:30:00,415.84,51,Project pass,Comedy,Bengali,152,6
US_5784,BK_74,SH_728,13-01-2024 03:45,3,Completed,Sandra Casey,SandraCasey@gmail.com,7084579560,06-04-2006,Debit Card,Success,13-01-2024 03:45,MV_9606,TH_45,SC_49,17-04-2025,21:15:00,396.35,199,Service,Thriller,Bengali,183,3
US_487,BK_75,SH_9582,02-03-2024 19:42,1,Failed,Monica Miller,MonicaMiller@gmail.com,8518693114,16-07-1968,Wallet,Success,02-03-2024 19:42,MV_4207,TH_21,SC_229,04-08-2025,17:30:00,491.79,146,Chance reason,Action,Bengali,668,1
US_1039,BK_76,SH_6299,23-07-2024 06:41,3,Completed,Samuel Suarez,SamuelSuarez@gmail.com,8284516595,24-02-1997,Credit Card,Success,23-07-2024 06:41,MV_6457,TH_297,SC_119,05-11-2024,11:30:00,402.64,142,Mother seem,Drama,Hindi,454,2
US_5133,BK_77,SH_4267,05-05-2024 12:19,3,Completed,Latasha Mendez,LatashaMendez@gmail.com,7750571865,16-04-1992,Debit Card,Success,05-05-2024 12:19,MV_2843,TH_130,SC_493,18-11-2025,16:30:00,239.28,139,Paper right,Drama,Kannada,83,5
US_5003,BK_78,SH_5463,12-11-2024 11:54,1,Completed,Ricky Diaz,RickyDiaz@gmail.com,8607736062,28-05-1994,Net Banking,Success,12-11-2024 11:54,MV_8536,TH_493,SC_124,18-10-2023,17:45:00,454.5,68,Inside he friend,Action,Hindi,342,2
US_7869,BK_79,SH_1482,22-11-2025 10:49,3,Pending,Kaitlyn Warren,KaitlynWarren@gmail.com,9147229404,04-11-1979,Credit Card,Failed,22-11-2025 10:49,MV_8746,TH_37,SC_200,05-12-2025,18:00:00,407.71,89,Call successful them,Horror,Telugu,38,2
US_279,BK_80,SH_4706,13-10-2025 22:52,4,Completed,Shannon James,ShannonJames@gmail.com,8363911698,28-01-1974,Debit Card,Failed,13-10-2025 22:52,MV_8867,TH_426,SC_656,01-01-2024,12:15:00,417.47,77,Full fast,Romance,Bengali,78,1
US_8287,BK_81,SH_9533,24-08-2024 09:28,1,Completed,Martin Cox,MartinCox@gmail.com,7350765227,01-07-1972,UPI,Success,24-08-2024 09:28,MV_7113,TH_88,SC_577,06-03-2025,10:30:00,193.09,50,Must each conference close,Comedy,Telugu,459,3
US_9512,BK_82,SH_4165,02-05-2025 13:32,4,Completed,Thomas Hill Jr.,ThomasHill@gmail.com,9098607810,19-03-2002,Debit Card,Success,02-05-2025 13:32,MV_9968,TH_181,SC_308,17-04-2025,22:00:00,349.45,110,End two,Comedy,Malayalam,242,1
US_693,BK_83,SH_5090,08-02-2025 04:56,4,Completed,Crystal Mann,CrystalMann@gmail.com,9580477968,19-01-1975,Wallet,Success,08-02-2025 04:56,MV_2558,TH_213,SC_210,18-06-2023,17:00:00,447.58,148,Four,Sci-Fi,Bengali,154,2
US_4554,BK_84,SH_1078,17-04-2024 16:37,1,Completed,John Hebert,JohnHebert@gmail.com,8251084297,26-08-1962,Debit Card,Success,17-04-2024 16:37,MV_414,TH_91,SC_884,02-12-2025,14:00:00,300.17,129,Grow experience,Romance,Hindi,622,1
US_7110,BK_85,SH_6067,18-11-2025 09:09,1,Completed,Patricia Fox,PatriciaFox@gmail.com,8132777184,26-02-1985,Wallet,Success,18-11-2025 09:09,MV_9732,TH_92,SC_612,01-07-2024,13:00:00,277.38,122,Sure camera,Sci-Fi,Kannada,42,3
US_6237,BK_86,SH_4705,13-05-2025 04:01,3,Completed,Luke Bush,LukeBush@gmail.com,8662777243,04-01-1982,Net Banking,Success,13-05-2025 04:01,MV_5309,TH_482,SC_978,28-10-2023,21:15:00,203.58,150,Employee lead not,Romance,English,231,2
US_2338,BK_87,SH_10000,06-02-2025 23:34,3,Completed,Eric Russell,EricRussell@gmail.com,7120365229,05-04-2000,UPI,Failed,06-02-2025 23:34,MV_7413,TH_211,SC_97,29-01-2023,11:45:00,172.58,172,Piece factor score make,Horror,Hindi,256,2
US_2694,BK_88,SH_3805,02-10-2024 16:48,1,Completed,Chad Dominguez,ChadDominguez@gmail.com,8204004484,17-10-1966,Wallet,Refunded,02-10-2024 16:48,MV_5559,TH_242,SC_981,01-08-2023,17:30:00,177.46,91,Entire minute,Thriller,Kannada,454,1
US_1452,BK_89,SH_1216,07-05-2025 12:22,4,Completed,Vickie Kennedy,VickieKennedy@gmail.com,8996225147,15-03-1961,UPI,Success,07-05-2025 12:22,MV_1897,TH_91,SC_765,23-01-2025,22:30:00,453.53,145,Century class out,Romance,English,237,1
US_2992,BK_90,SH_2696,25-09-2024 23:17,1,Completed,Debra Reid,DebraReid@gmail.com,8314268584,26-09-1976,Wallet,Success,25-09-2024 23:17,MV_6401,TH_122,SC_589,06-11-2025,11:30:00,461.79,88,Attack technology,Romance,Bengali,121,3
US_8220,BK_91,SH_7834,27-02-2025 04:17,3,Completed,Jenny Sanchez,JennySanchez@gmail.com,7392106533,15-09-2000,Net Banking,Refunded,27-02-2025 04:17,MV_6871,TH_25,SC_963,27-08-2024,21:45:00,441.81,101,Research send consider,Drama,Tamil,306,2
US_2863,BK_92,SH_6205,23-04-2024 13:21,1,Completed,Matthew Berg,MatthewBerg@gmail.com,9256051967,02-11-1965,Credit Card,Success,23-04-2024 13:21,MV_6168,TH_430,SC_413,19-01-2023,19:45:00,151.48,69,Herself must,Comedy,Malayalam,233,3
US_6642,BK_93,SH_5139,13-08-2025 20:48,2,Completed,Richard Potter,RichardPotter@gmail.com,7175378966,11-12-1985,UPI,Failed,13-08-2025 20:48,MV_9316,TH_39,SC_992,26-04-2025,18:45:00,446.91,187,Career off,Horror,Telugu,93,4
US_84,BK_94,SH_6460,24-02-2025 22:48,3,Failed,Paul Jones,PaulJones@gmail.com,7809489342,15-09-2006,UPI,Success,24-02-2025 22:48,MV_221,TH_489,SC_175,08-08-2025,22:30:00,206.72,78,Speak art ok,Action,Hindi,309,1
US_6447,BK_95,SH_7269,09-03-2025 12:09,4,Pending,Christian Rodriguez,ChristianRodriguez@gmail.com,7903568589,01-09-1954,UPI,Success,09-03-2025 12:09,MV_8038,TH_138,SC_33,18-02-2024,11:30:00,389.78,194,Information although,Romance,Malayalam,296,1
US_3943,BK_96,SH_6049,10-12-2024 22:28,3,Completed,Stephanie Fisher,StephanieFisher@gmail.com,9872334007,21-07-1994,Debit Card,Success,10-12-2024 22:28,MV_5844,TH_432,SC_594,17-08-2025,10:00:00,161.14,128,Federal man,Drama,English,385,2
US_7144,BK_97,SH_1068,17-01-2025 03:18,1,Completed,Thomas Hunt,ThomasHunt@gmail.com,8446341449,12-09-1996,Net Banking,Success,17-01-2025 03:18,MV_9820,TH_2,SC_603,08-11-2025,18:45:00,311.26,125,Put say,Thriller,Telugu,347,1
US_8140,BK_98,SH_6696,12-09-2025 06:27,3,Completed,Shelly Henderson,ShellyHenderson@gmail.com,9636747675,05-05-2006,Wallet,Success,12-09-2025 06:27,MV_9683,TH_227,SC_905,26-06-2025,16:00:00,413.18,155,Begin size,Action,Kannada,28,3
